Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,pathway_db,n_genes,p_adj_global
KEGG_2021_Human_fixed.gmt,Pancreatic secretion,1/102,0.5407020200064802,0.6464989665699381,1.933762162602288,1.1890451117896117,RAP1B,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Pathways of neurodegeneration,4/475,0.4862197117670394,0.6464989665699381,1.252588869934068,0.903235164593122,UBB;CALM1;XBP1;UBC,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Phosphatidylinositol signaling system,1/97,0.5227352335940758,0.6464989665699381,2.0352417248319274,1.3202209859528156,CALM1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Progesterone-mediated oocyte maturation,1/100,0.5335965771910237,0.6464989665699381,1.9731301133768013,1.2393530137393085,HSP90AA1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Prostate cancer,1/97,0.5227352335940758,0.6464989665699381,2.0352417248319274,1.3202209859528156,HSP90AA1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Salivary secretion,1/93,0.5078656244678525,0.6464989665699381,2.1243243243243244,1.4393112722566523,CALM1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,TGF-beta signaling pathway,1/94,0.5116251982821873,0.6464989665699381,2.1013391081451362,1.4082396295671527,ID2,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Thermogenesis,2/232,0.5268810142036764,0.6464989665699381,1.419548296542044,0.9096189175304594,ACTB;ACTG1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,C-type lectin receptor signaling pathway,1/104,0.5477009625870106,0.6468909006933197,1.8959156785243743,1.141390209378762,CALM1,3,KEGG,100,0.8420306548046081
KEGG_2021_Human_fixed.gmt,Glucagon signaling pathway,1/107,0.5580031168157749,0.6539099025184861,1.841811197765103,1.074495580890168,CALM1,3,KEGG,100,0.8435632011787895
Reactome_2022_fixed.gmt,Gene Expression (Transcription) R-HSA-74160,9/1449,0.644544741380471,0.6652032266811271,0.962913735350474,0.42292234189799327,CCND3;UBC;UBB;PSME1;PSMB9;CALM1;YWHAQ;HSP90AA1;TXNIP,3,REACTOME,100,0.8435632011787895
KEGG_2021_Human_fixed.gmt,TNF signaling pathway,1/112,0.5746627925253405,0.6682125494480703,1.7581069562317015,0.973941777096843,CCL5,3,KEGG,100,0.8435632011787895
Reactome_2022_fixed.gmt,Influenza Infection R-HSA-168255,1/157,0.6532666523242159,0.673125958554872,1.4154274024869562,0.6026463601229902,HSP90AA1,3,REACTOME,100,0.8435632011787895
Reactome_2022_fixed.gmt,RNA Polymerase II Transcription R-HSA-73857,8/1312,0.6620573656297086,0.6810941588906267,0.9503319279417402,0.39191980628398315,CCND3;UBC;UBB;PSME1;PSMB9;CALM1;YWHAQ;TXNIP,3,REACTOME,100,0.8481400763903008
Reactome_2022_fixed.gmt,Transport To Golgi And Subsequent Modification R-HSA-948021,1/164,0.6693847525684351,0.6875339404371168,1.353904032737113,0.5434520262725652,CTSC,3,REACTOME,100,0.8548365215400073
Reactome_2022_fixed.gmt,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,1/168,0.6782610997034855,0.6955416372755489,1.3210565875657683,0.5128645018796124,DDX5,3,REACTOME,100,0.8571330828696554
Reactome_2022_fixed.gmt,Fatty Acid Metabolism R-HSA-8978868,1/173,0.6890267903376769,0.7054582718242669,1.282139505786675,0.4775650737058956,ALOX5AP,3,REACTOME,100,0.8578683824198758
Reactome_2022_fixed.gmt,SUMOylation R-HSA-2990846,1/174,0.6911369226250327,0.706495520905589,1.2746252565670806,0.4708686506608813,DDX5,3,REACTOME,100,0.8578683824198758
KEGG_2021_Human_fixed.gmt,Prion disease,2/273,0.6162163191714611,0.7110188298132244,1.198833124409985,0.5804237002991987,CCL5;RAC2,3,KEGG,100,0.8615006391285442
Reactome_2022_fixed.gmt,Metabolism Of Amino Acids And Derivatives R-HSA-71291,2/364,0.7042678836685196,0.7187773646315794,1.0125849484017115,0.3550087172209143,PSME1;PSMB9,3,REACTOME,100,0.8648920228063616
Reactome_2022_fixed.gmt,mRNA Splicing - Major Pathway R-HSA-72163,1/181,0.7055177901108565,0.7189136975180247,1.2243568026465255,0.42708417010380845,DDX5,3,REACTOME,100,0.8648920228063616
Reactome_2022_fixed.gmt,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,1/182,0.7075175722889939,0.7198125064046004,1.2174921220048753,0.4212435236297934,CALM1,3,REACTOME,100,0.8648920228063616
KEGG_2021_Human_fixed.gmt,Apelin signaling pathway,1/137,0.6491300216527935,0.721255579614215,1.4315684315684316,0.6186125585279387,CALM1,3,KEGG,100,0.8648920228063616
KEGG_2021_Human_fixed.gmt,Dopaminergic synapse,1/132,0.6353428316741488,0.721255579614215,1.4869434057128492,0.6744634525011985,CALM1,3,KEGG,100,0.8648920228063616
KEGG_2021_Human_fixed.gmt,Insulin signaling pathway,1/137,0.6491300216527935,0.721255579614215,1.4315684315684316,0.6186125585279387,CALM1,3,KEGG,100,0.8648920228063616
KEGG_2021_Human_fixed.gmt,Systemic lupus erythematosus,1/135,0.6436777867162939,0.721255579614215,1.4532243694122706,0.6402281819881144,FCGR3A,3,KEGG,100,0.8648920228063616
KEGG_2021_Human_fixed.gmt,Vascular smooth muscle contraction,1/133,0.6381422385792428,0.721255579614215,1.4755340714174334,0.662801163823074,CALM1,3,KEGG,100,0.8648920228063616
Reactome_2022_fixed.gmt,Cilium Assembly R-HSA-5617833,1/186,0.7153837064465671,0.7255230030733688,1.1907735267311756,0.3988331932809081,HSP90AA1,3,REACTOME,100,0.8682002033060127
Reactome_2022_fixed.gmt,Mitotic Prometaphase R-HSA-68877,1/186,0.7153837064465671,0.7255230030733688,1.1907735267311756,0.3988331932809081,HSP90AA1,3,REACTOME,100,0.8682002033060127
KEGG_2021_Human_fixed.gmt,Signaling pathways regulating pluripotency of stem cells,1/143,0.6649990909832368,0.7281011945071936,1.3702479338842974,0.5590195087084237,ID2,3,KEGG,100,0.8703147958108638
KEGG_2021_Human_fixed.gmt,Spinocerebellar ataxia,1/143,0.6649990909832368,0.7281011945071936,1.3702479338842974,0.5590195087084237,XBP1,3,KEGG,100,0.8703147958108638
Reactome_2022_fixed.gmt,mRNA Splicing R-HSA-72172,1/189,0.7211461041130581,0.7302171242905809,1.1714787321336564,0.3829722374411833,DDX5,3,REACTOME,100,0.8721962608873395
KEGG_2021_Human_fixed.gmt,Adrenergic signaling in cardiomyocytes,1/150,0.6826222828342282,0.7366427512599585,1.3049282733077199,0.498239360447582,CALM1,3,KEGG,100,0.8768354457766598
KEGG_2021_Human_fixed.gmt,Spliceosome,1/150,0.6826222828342282,0.7366427512599585,1.3049282733077199,0.498239360447582,DDX5,3,KEGG,100,0.8768354457766598
KEGG_2021_Human_fixed.gmt,Cushing syndrome,1/155,0.6946487330505375,0.7387318201137936,1.2618952098210703,0.45977023415050033,RAP1B,3,KEGG,100,0.8768354457766598
KEGG_2021_Human_fixed.gmt,Hepatitis C,1/157,0.6993327897077246,0.7387318201137936,1.2454519050510917,0.4454091664239903,YWHAQ,3,KEGG,100,0.8768354457766598
KEGG_2021_Human_fixed.gmt,Non-alcoholic fatty liver disease,1/155,0.6946487330505375,0.7387318201137936,1.2618952098210703,0.45977023415050033,XBP1,3,KEGG,100,0.8768354457766598
KEGG_2021_Human_fixed.gmt,Hepatitis B,1/162,0.7107359416213305,0.7455272114909061,1.2061254253767624,0.4118367228281795,YWHAQ,3,KEGG,100,0.8829477902094285
KEGG_2021_Human_fixed.gmt,cGMP-PKG signaling pathway,1/167,0.7217134401382661,0.7517848334773606,1.1691608964336238,0.3812950715152158,CALM1,3,KEGG,100,0.8840226091076911
KEGG_2021_Human_fixed.gmt,Neuroactive ligand-receptor interaction,2/341,0.7355442108209989,0.760907804297585,0.9502976448311283,0.29187881933009685,GZMA;S1PR5,3,KEGG,100,0.8916498806093652
Reactome_2022_fixed.gmt,Biological Oxidations R-HSA-211859,1/218,0.7712436159843867,0.7797188205556438,1.0124038700074423,0.26297289869488955,TPST2,3,REACTOME,100,0.9051261750337602
KEGG_2021_Human_fixed.gmt,Alcoholism,1/186,0.7598147447880448,0.7806315871110049,1.046869082889666,0.2875546615953228,CALM1,3,KEGG,100,0.9055326410487657
KEGG_2021_Human_fixed.gmt,Alzheimer disease,2/369,0.7748819443251371,0.7906958615562624,0.8746927342365518,0.22308565077230638,CALM1;XBP1,3,KEGG,100,0.9124721621857871
KEGG_2021_Human_fixed.gmt,Diabetic cardiomyopathy,1/203,0.7895250236352125,0.800194280711364,0.9569023569023569,0.22613875359728128,RAC2,3,KEGG,100,0.9150356623836166
Reactome_2022_fixed.gmt,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,1/242,0.8059053975591917,0.8134844451851402,0.9096474373296394,0.1962918345523119,DDX5,3,REACTOME,100,0.9190487652396301
Reactome_2022_fixed.gmt,Transmission Across Chemical Synapses R-HSA-112315,1/246,0.8111557081565417,0.8175027794253722,0.8944746443171329,0.18720929254302826,CALM1,3,REACTOME,100,0.9190487652396301
Reactome_2022_fixed.gmt,SLC-mediated Transmembrane Transport R-HSA-425407,1/247,0.8124462578420872,0.8175240469536003,0.8907583872050433,0.1850154261346788,CALM1,3,REACTOME,100,0.9190487652396301
KEGG_2021_Human_fixed.gmt,Calcium signaling pathway,1/240,0.8422540941118997,0.8479068061529191,0.8052416363291293,0.1382386788698235,CALM1,3,KEGG,100,0.9360123487675743
Reactome_2022_fixed.gmt,Neuronal System R-HSA-112316,1/386,0.928170790902464,0.9325148039644101,0.5617949220390225,0.041875924506332006,CALM1,3,REACTOME,100,0.9755112558762404
Reactome_2022_fixed.gmt,Metabolism R-HSA-1430728,9/2049,0.9475537857904124,0.9505056667430305,0.6343515358701737,0.03417351800995644,CHST12;UBC;TPST2;UBB;PSME1;PSMB9;ALOX5AP;CALM1;HSP90AA1,3,REACTOME,100,0.9755112558762404
KEGG_2021_Human_fixed.gmt,Olfactory transduction,1/440,0.9676013313559405,0.9676013313559405,0.42752376385637325,0.014080548308488735,CALM1,3,KEGG,100,0.9825427057301068
Reactome_2022_fixed.gmt,Sensory Perception R-HSA-9709957,1/616,0.9857509379441225,0.9872839876143311,0.3437983975126966,0.004934041515174858,CALM1,3,REACTOME,100,0.9968103995361135
Reactome_2022_fixed.gmt,Metabolism Of Lipids R-HSA-556833,1/732,0.9937881770452051,0.9937881770452051,0.2858568920666611,0.0017812304936772735,ALOX5AP,3,REACTOME,100,0.9995891564230458
Reactome_2022_fixed.gmt,Immune System R-HSA-168256,48/1943,3.19183382696217e-19,1.0852235011671379e-16,8.900591626785243,379.0630347259586,FCER1G;FCN1;FTH1;CD68;CST3;ARPC2;HLA-DPA1;HCK;CSF1R;LILRA5;S100A11;HLA-DRB1;CDA;PILRA;CSTB;FKBP1A;FTL;ARPC3;LILRB2;CTSS;LYN;VASP;NPC2;AP2S1;RHOG;COTL1;IFITM3;STXBP2;IFITM2;CYBA;TIMP1;SERPINA1;CASP1;HLA-DRB5;ARPC1B;CFP;TYROBP;HMOX1;ANXA2;FGR;ASAH1;LYZ;PYCARD;IFI30;LILRA3;ISG15;MT2A;C5AR1,4,REACTOME,100,4.312758580564218e-15
Reactome_2022_fixed.gmt,Neutrophil Degranulation R-HSA-6798695,25/468,2.0031463727455114e-16,3.405348833667369e-14,12.073802883759567,436.4274347297831,FCER1G;FCN1;FTH1;CD68;CST3;S100A11;CDA;CSTB;FTL;CTSS;LILRB2;NPC2;RHOG;COTL1;CYBA;SERPINA1;CFP;TYROBP;ANXA2;FGR;ASAH1;LYZ;PYCARD;LILRA3;C5AR1,4,REACTOME,100,1.1786900962984152e-12
Reactome_2022_fixed.gmt,Innate Immune System R-HSA-168249,33/1035,3.1051152479148082e-15,3.519130614303449e-13,7.965384008333596,266.08943218895575,FCER1G;FCN1;FTH1;CD68;CST3;ARPC2;HCK;S100A11;CDA;CSTB;FTL;ARPC3;LYN;CTSS;LILRB2;NPC2;RHOG;COTL1;CYBA;SERPINA1;CASP1;ARPC1B;CFP;TYROBP;HMOX1;ANXA2;FGR;ASAH1;LYZ;PYCARD;LILRA3;ISG15;C5AR1,4,REACTOME,100,1.1215922225190895e-11
Reactome_2022_fixed.gmt,FCGR3A-mediated Phagocytosis R-HSA-9664422,6/60,3.1627933471325023e-06,0.0002688374345062627,18.5866731047803,235.38264954082223,FGR;ARPC2;HCK;ARPC3;LYN;ARPC1B,4,REACTOME,100,0.004160517796517594
Reactome_2022_fixed.gmt,Leishmania Infection R-HSA-9658195,10/247,6.5013480336149755e-06,0.0004420916662858183,7.201364210526315,86.00950074180466,ARPC1B;HMOX1;FGR;PYCARD;ARPC2;CYBA;HCK;ARPC3;CASP1;LYN,4,REACTOME,100,0.006468604880791133
Reactome_2022_fixed.gmt,"Platelet Activation, Signaling And Aggregation R-HSA-76002",10/254,8.318922632508393e-06,0.0004714056158421423,6.990380368098159,81.76632399877954,FCER1G;RHOG;STXBP2;TMSB4X;PFN1;ANXA5;TIMP1;SERPINA1;SRGN;LYN,4,REACTOME,100,0.006750769032521583
KEGG_2021_Human_fixed.gmt,Fc gamma R-mediated phagocytosis,7/97,9.247602338346936e-06,0.00047186176834959804,11.62494499584413,134.74643755673065,ARPC1B;ARPC2;HCK;ARPC3;FCGR3A;LYN;VASP,4,KEGG,100,0.006750769032521583
KEGG_2021_Human_fixed.gmt,Osteoclast differentiation,8/127,5.613381661370609e-06,0.00047186176834959804,10.120283463379698,122.35784232439775,CYBA;LILRA3;CSF1R;TYROBP;FCGR3A;LILRB2;SPI1;LILRA5,4,KEGG,100,0.006750769032521583
KEGG_2021_Human_fixed.gmt,Tuberculosis,9/180,9.313061217426277e-06,0.00047186176834959804,7.973118998582395,92.36134967633825,FCER1G;CEBPB;HLA-DRB1;BID;HLA-DPA1;CALM2;FCGR3A;CTSS;HLA-DRB5,4,KEGG,100,0.006750769032521583
Reactome_2022_fixed.gmt,Cytokine Signaling In Immune System R-HSA-1280215,16/702,1.6379021020761327e-05,0.000795552449579836,4.139755976512901,45.61807926792761,HMOX1;ANXA2;HLA-DRB1;IFITM3;STXBP2;IFITM2;IFI30;HLA-DPA1;CSF1R;HCK;TIMP1;ISG15;CASP1;HLA-DRB5;LYN;MT2A,4,REACTOME,100,0.010326142480635047
Reactome_2022_fixed.gmt,Platelet Degranulation R-HSA-114608,7/125,2.235406445017152e-05,0.0009500477391322896,9.952169291719006,106.57282873407888,STXBP2;TMSB4X;PFN1;ANXA5;TIMP1;SERPINA1;SRGN,4,REACTOME,100,0.012087761550461821
Reactome_2022_fixed.gmt,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,6/87,2.757527714679251e-05,0.0009798778596828395,12.396743392222888,130.1483378906281,FGR;ARPC2;HCK;ARPC3;LYN;ARPC1B,4,REACTOME,100,0.012369516981643375
Reactome_2022_fixed.gmt,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,7/130,2.881993704949528e-05,0.0009798778596828395,9.544611675989739,99.78360017130353,STXBP2;TMSB4X;PFN1;ANXA5;TIMP1;SERPINA1;SRGN,4,REACTOME,100,0.012369516981643375
Reactome_2022_fixed.gmt,EPH-Ephrin Signaling R-HSA-2682334,6/91,3.562166702321983e-05,0.0011010333443540674,11.812205953480191,120.9871866436682,MYL6;AP2S1;ARPC2;ARPC3;LYN;ARPC1B,4,REACTOME,100,0.01384463412295212
Reactome_2022_fixed.gmt,Generation Of Second Messenger Molecules R-HSA-202433,4/32,6.346499051115752e-05,0.0016717773730728865,23.948136765270842,231.45927191966027,HLA-DRB5;HLA-DPA1;VASP;HLA-DRB1,4,REACTOME,100,0.020155248554013565
Reactome_2022_fixed.gmt,Interferon Signaling R-HSA-913531,8/200,6.39208995586692e-05,0.0016717773730728865,7.00024161884627,67.6073828058685,IFITM3;HLA-DRB1;IFITM2;IFI30;HLA-DPA1;ISG15;MT2A;HLA-DRB5,4,REACTOME,100,0.020155248554013565
Reactome_2022_fixed.gmt,EPHB-mediated Forward Signaling R-HSA-3928662,4/34,8.100427040659941e-05,0.0017942148853511614,22.373459375373937,210.7805550578474,ARPC1B;LYN;ARPC2;ARPC3,4,REACTOME,100,0.02131209489278741
Reactome_2022_fixed.gmt,FCGR Activation R-HSA-2029481,3/13,8.443364166358407e-05,0.0017942148853511614,49.91606714628298,468.18997994555934,LYN;HCK;FGR,4,REACTOME,100,0.02131209489278741
Reactome_2022_fixed.gmt,MHC Class II Antigen Presentation R-HSA-2132295,6/104,7.559957627906171e-05,0.0017942148853511614,10.24033433838403,97.1813860580691,AP2S1;HLA-DRB1;IFI30;HLA-DPA1;HLA-DRB5;CTSS,4,REACTOME,100,0.02131209489278741
KEGG_2021_Human_fixed.gmt,Asthma,4/31,9.026688862388415e-05,0.0020940212414719294,21.969900687547746,204.59996956078368,FCER1G;HLA-DPA1;HLA-DRB5;HLA-DRB1,4,KEGG,100,0.024246958188122808
KEGG_2021_Human_fixed.gmt,Staphylococcus aureus infection,6/95,8.93599549332798e-05,0.0020940212414719294,10.011610395919359,93.33662091450967,HLA-DRB1;C5AR1;CFD;HLA-DPA1;FCGR3A;HLA-DRB5,4,KEGG,100,0.024246958188122808
KEGG_2021_Human_fixed.gmt,Viral myocarditis,5/60,9.643518875199675e-05,0.0020940212414719294,13.485100485100485,124.69186138306442,ACTB;HLA-DRB1;BID;HLA-DPA1;HLA-DRB5,4,KEGG,100,0.024246958188122808
KEGG_2021_Human_fixed.gmt,Yersinia infection,7/137,8.677001130405621e-05,0.0020940212414719294,8.021055843759536,75.01491540707943,ACTB;RHOG;PYCARD;ARPC2;ARPC3;CASP1;ARPC1B,4,KEGG,100,0.024246958188122808
Reactome_2022_fixed.gmt,Adaptive Immune System R-HSA-1280218,15/733,0.00010871741138354903,0.0021743482276709806,3.6390366403437113,33.21260894694135,AP2S1;HLA-DRB1;IFI30;PILRA;CYBA;HLA-DPA1;FKBP1A;LILRA3;LYN;TYROBP;CTSS;HLA-DRB5;LILRB2;VASP;LILRA5,4,REACTOME,100,0.024997239088831738
KEGG_2021_Human_fixed.gmt,Salmonella infection,9/249,0.0001200954543526927,0.0022818136327011616,5.635602433767572,50.87384373242658,ACTB;ANXA2;RHOG;PFN1;PYCARD;ARPC2;ARPC3;CASP1;ARPC1B,4,KEGG,100,0.02613935261090761
Reactome_2022_fixed.gmt,Hemostasis R-HSA-109582,13/576,0.00012806773969163844,0.002419057305286504,3.9678703779648505,35.56382863581341,FCER1G;ANXA2;RHOG;FGR;STXBP2;TMSB4X;PFN1;ANXA5;TIMP1;SLC7A7;SERPINA1;SRGN;LYN,4,REACTOME,100,0.027515708359424934
KEGG_2021_Human_fixed.gmt,Phagosome,7/152,0.00016646285775457273,0.002811372708743895,7.180457987409908,62.475286181464405,ACTB;HLA-DRB1;CYBA;HLA-DPA1;FCGR3A;CTSS;HLA-DRB5,4,KEGG,100,0.03175371491033894
Reactome_2022_fixed.gmt,NLRP3 Inflammasome R-HSA-844456,3/16,0.00016289581520324205,0.002914977745742226,38.812416733280045,338.5374133144327,HMOX1;PYCARD;CASP1,4,REACTOME,100,0.03280878798442037
Reactome_2022_fixed.gmt,Translocation Of ZAP-70 To Immunological Synapse R-HSA-202430,3/17,0.0001968291439127497,0.003346095446516745,36.132225254279334,308.3225829990699,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,REACTOME,100,0.0367613694277727
KEGG_2021_Human_fixed.gmt,Antigen processing and presentation,5/78,0.00033474559014831477,0.003864462877936435,10.159602302459446,81.29855739870256,HLA-DRB1;IFI30;HLA-DPA1;HLA-DRB5;CTSS,4,KEGG,100,0.04078592132484388
KEGG_2021_Human_fixed.gmt,Bacterial invasion of epithelial cells,5/77,0.0003151640634403936,0.003864462877936435,10.301031535514294,83.05121401929517,ACTB;RHOG;ARPC2;ARPC3;ARPC1B,4,KEGG,100,0.04078592132484388
KEGG_2021_Human_fixed.gmt,Ferroptosis,4/41,0.00027405512211467513,0.003864462877936435,16.09109243697479,131.98205742211343,HMOX1;FTL;FTH1;SAT1,4,KEGG,100,0.04078592132484388
KEGG_2021_Human_fixed.gmt,Influenza A,7/172,0.00035593737033625056,0.003864462877936435,6.2966874314894525,50.00045704473905,ACTB;HLA-DRB1;BID;PYCARD;HLA-DPA1;CASP1;HLA-DRB5,4,KEGG,100,0.04078592132484388
KEGG_2021_Human_fixed.gmt,Leishmaniasis,5/77,0.0003151640634403936,0.003864462877936435,10.301031535514294,83.05121401929517,HLA-DRB1;CYBA;HLA-DPA1;FCGR3A;HLA-DRB5,4,KEGG,100,0.04078592132484388
Reactome_2022_fixed.gmt,Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427,3/20,0.0003251355720222677,0.005264099737503382,29.9294964028777,240.37181623207022,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,REACTOME,100,0.048414677300066815
Reactome_2022_fixed.gmt,Inflammasomes R-HSA-622312,3/21,0.0003774610287722214,0.005347364574273137,28.30896363989889,223.13247519612506,HMOX1;PYCARD;CASP1,4,REACTOME,100,0.04876251151440575
Reactome_2022_fixed.gmt,Interferon Gamma Signaling R-HSA-877300,5/89,0.000351354566648499,0.005347364574273137,9.964365548980934,79.25372057347339,HLA-DRB1;IFI30;HLA-DPA1;MT2A;HLA-DRB5,4,REACTOME,100,0.04876251151440575
Reactome_2022_fixed.gmt,PD-1 Signaling R-HSA-389948,3/21,0.0003774610287722214,0.005347364574273137,28.30896363989889,223.13247519612506,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,REACTOME,100,0.04876251151440575
KEGG_2021_Human_fixed.gmt,Shigellosis,8/246,0.0006005668777137126,0.006085744360832287,4.9943339565981075,37.04615411234154,ACTB;PFN1;PYCARD;ARPC2;ARPC3;CASP1;ARPC1B;GABARAP,4,KEGG,100,0.053927252461245766
Reactome_2022_fixed.gmt,RHO GTPase Effectors R-HSA-195258,8/269,0.0004875075100990385,0.0066301021373469235,5.118368980390413,39.033730405368836,MYL6;RHOG;PFN1;ARPC2;CYBA;ARPC3;ARPC1B;RHOC,4,REACTOME,100,0.05783820807620527
Reactome_2022_fixed.gmt,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,3/25,0.0006400256105017878,0.008369565675792608,23.26730615507594,171.1078245149248,HMOX1;PYCARD;CASP1,4,REACTOME,100,0.06790228861201733
KEGG_2021_Human_fixed.gmt,Mineral absorption,4/60,0.0011814373517930877,0.011223654842034334,10.654495426489179,71.82220391252547,HMOX1;FTL;FTH1;MT2A,4,KEGG,100,0.08382585832136548
Reactome_2022_fixed.gmt,Costimulation By CD28 Family R-HSA-388841,4/68,0.0011933148478799004,0.015026927714043192,10.545068748939059,70.97907137070082,HLA-DRB5;HLA-DPA1;HLA-DRB1;LYN,4,REACTOME,100,0.10654555134692738
Reactome_2022_fixed.gmt,GPVI-mediated Activation Cascade R-HSA-114604,3/32,0.0013335490328293172,0.01619309539864171,17.73430069503719,117.39950014001464,FCER1G;LYN;RHOG,4,REACTOME,100,0.1106700086798889
KEGG_2021_Human_fixed.gmt,Tight junction,6/169,0.0019442758265896388,0.01738411327303677,5.42919824491424,33.893755484861025,ACTB;MYL6;ARPC2;ARPC3;ARPC1B;VASP,4,KEGG,100,0.11561872030145737
Reactome_2022_fixed.gmt,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,5/123,0.001527649558507649,0.017910374134227608,7.082012814502266,45.919947863837216,PILRA;LILRA3;LILRA5;LILRB2;TYROBP,4,REACTOME,100,0.11887318420222406
Reactome_2022_fixed.gmt,RHO GTPases Activate WASPs And WAVEs R-HSA-5663213,3/36,0.0018823474743459062,0.021333271375920268,15.610759153870934,97.96119196780698,ARPC1B;ARPC2;ARPC3,4,REACTOME,100,0.13845121080461156
Reactome_2022_fixed.gmt,FCGR3A-mediated IL10 Synthesis R-HSA-9664323,3/38,0.002202311641343701,0.024154385743769626,14.728442598034249,90.11226040643047,LYN;HCK;FGR,4,REACTOME,100,0.1519859204952476
KEGG_2021_Human_fixed.gmt,Allograft rejection,3/38,0.0031398707403047445,0.025118965922437956,13.005121638924455,74.95597633355177,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,KEGG,100,0.15558480820581083
KEGG_2021_Human_fixed.gmt,Lysosome,5/128,0.0031143635169394615,0.025118965922437956,6.00833938890619,34.6785155614073,ASAH1;CD68;CTSS;PSAP;NPC2,4,KEGG,100,0.15558480820581083
KEGG_2021_Human_fixed.gmt,B cell receptor signaling pathway,4/81,0.00356846206711216,0.027120311710052417,7.746977500677691,43.65902575454236,LILRB2;LILRA3;LILRA5;LYN,4,KEGG,100,0.1640982770576292
KEGG_2021_Human_fixed.gmt,Graft-versus-host disease,3/42,0.004179369380159005,0.028875642990189486,11.682288942357987,63.990846445678066,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,KEGG,100,0.1706625724271564
KEGG_2021_Human_fixed.gmt,Pathogenic Escherichia coli infection,6/197,0.004173391005957419,0.028875642990189486,4.618844363718924,25.306770126654797,ACTB;PYCARD;ARPC2;ARPC3;CASP1;ARPC1B,4,KEGG,100,0.1706625724271564
Reactome_2022_fixed.gmt,Axon Guidance R-HSA-422475,10/519,0.0027235871260496225,0.02893811321427724,3.267179587831207,19.29532708514295,ARPC1B;MYL6;AP2S1;PFN1;ARPC2;ARPC3;LYN;VASP;RHOC;TYROBP,4,REACTOME,100,0.1706625724271564
KEGG_2021_Human_fixed.gmt,Type I diabetes mellitus,3/43,0.004468064697592357,0.02952807974061036,11.392408937863483,61.64204534301904,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,KEGG,100,0.17376762099638896
KEGG_2021_Human_fixed.gmt,Epstein-Barr virus infection,6/202,0.004715750615555501,0.02986642056518484,4.498440092930634,24.097456118146965,HLA-DRB1;BID;HLA-DPA1;ISG15;HLA-DRB5;LYN,4,KEGG,100,0.17543797043673356
Reactome_2022_fixed.gmt,Platelet Adhesion To Exposed Collagen R-HSA-75892,2/12,0.0029334704386375183,0.030223634822325946,35.148598446470785,204.97148084824178,FCER1G;LYN,4,REACTOME,100,0.17656965606727262
Reactome_2022_fixed.gmt,TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,3/44,0.0033573550347181787,0.033573550347181784,12.591748288116495,71.73017605204777,PRELID1;BID;CASP1,4,REACTOME,100,0.18960220801329503
KEGG_2021_Human_fixed.gmt,Intestinal immune network for IgA production,3/48,0.0060915372748523025,0.037036546631101994,10.134138588684044,51.69276949466385,HLA-DRB5;HLA-DPA1;HLA-DRB1,4,KEGG,100,0.2034481972790398
KEGG_2021_Human_fixed.gmt,Lipid and atherosclerosis,6/215,0.006368869034023189,0.037233388198904795,4.212285981114455,21.298722173832267,BID;PYCARD;CYBA;CALM2;CASP1;LYN,4,KEGG,100,0.204181050446805
Reactome_2022_fixed.gmt,Nervous System Development R-HSA-9675108,10/545,0.003867699321426774,0.037571936265288666,3.1003921568627453,17.22297433065279,ARPC1B;MYL6;AP2S1;PFN1;ARPC2;ARPC3;LYN;VASP;RHOC;TYROBP,4,REACTOME,100,0.20533796746683228
KEGG_2021_Human_fixed.gmt,Regulation of actin cytoskeleton,6/218,0.006803832420488971,0.03830305658941939,4.151222506393862,20.71571795843087,ACTB;PFN1;TMSB4X;ARPC2;ARPC3;ARPC1B,4,KEGG,100,0.20862527776876652
